route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R3,DAILY,R3_D1_013,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_015,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_014,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_016,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_015,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_017,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_016,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_018,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_017,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_019,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_018,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_020,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_019,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_021,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_020,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_022,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_021,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_023,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_022,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_024,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_023,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_025,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_024,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_026,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_025,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_027,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_026,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_028,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_027,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_029,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_028,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_030,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_029,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_031,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_030,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_032,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_031,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_033,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_032,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_034,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_033,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_035,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_034,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_036,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_035,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_037,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_036,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_038,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_037,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_039,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_038,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_040,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_039,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_041,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_040,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_042,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_041,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_043,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_042,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_044,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_043,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_045,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_044,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_046,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_045,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_047,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_046,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_048,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_047,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_049,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_048,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_050,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_049,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_051,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_050,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_052,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_051,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_053,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_052,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_054,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_053,Podanur Junction,1,R3_B01,R3_D1
R3,DAILY,R3_D0_055,Bharathiyar University,0,R3_B04,R3_D0
R3,DAILY,R3_D1_054,Podanur Junction,1,R3_B03,R3_D1
R3,DAILY,R3_D0_056,Bharathiyar University,0,R3_B01,R3_D0
R3,DAILY,R3_D1_055,Podanur Junction,1,R3_B02,R3_D1
R3,DAILY,R3_D0_057,Bharathiyar University,0,R3_B03,R3_D0
R3,DAILY,R3_D1_056,Podanur Junction,1,R3_B04,R3_D1
R3,DAILY,R3_D0_058,Bharathiyar University,0,R3_B02,R3_D0
R3,DAILY,R3_D1_057,Podanur Junction,1,R3_B01,R3_D1
R4,DAILY,R4_D0_001,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_001,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_002,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_002,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_003,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_003,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_004,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_004,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_005,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D0_006,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_005,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_007,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_006,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_008,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_007,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_009,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_008,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_010,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_009,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_011,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_010,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_012,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_011,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_013,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_012,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_014,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_013,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_015,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_014,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_016,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_015,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_017,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_016,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_018,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_017,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_019,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_018,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_020,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_019,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_021,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_020,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_022,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_021,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_023,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_022,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_024,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_023,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_025,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_024,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_026,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_025,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_027,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_026,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_028,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_027,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_029,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_028,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_030,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_029,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_031,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_030,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_032,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_031,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_033,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_032,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_034,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_033,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_035,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_034,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_036,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_035,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_037,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_036,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_038,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_037,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_039,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_038,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_040,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_039,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_041,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_040,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_042,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_041,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_043,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_042,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_044,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_043,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_045,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_044,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_046,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_045,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_047,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_046,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_048,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_047,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_049,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_048,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_050,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_049,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_051,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_050,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_052,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_051,Saibaba Colony,1,R4_B02,R4_D1
R4,DAILY,R4_D0_053,Vadavalli,0,R4_B03,R4_D0
R4,DAILY,R4_D1_052,Saibaba Colony,1,R4_B04,R4_D1
R4,DAILY,R4_D0_054,Vadavalli,0,R4_B02,R4_D0
R4,DAILY,R4_D1_053,Saibaba Colony,1,R4_B01,R4_D1
R4,DAILY,R4_D0_055,Vadavalli,0,R4_B04,R4_D0
R4,DAILY,R4_D1_054,Saibaba Colony,1,R4_B03,R4_D1
R4,DAILY,R4_D0_056,Vadavalli,0,R4_B01,R4_D0
R4,DAILY,R4_D1_055,Saibaba Colony,1,R4_B02,R4_D1
R5,DAILY,R5_D0_001,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_001,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_002,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_002,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_003,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_003,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_004,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D0_005,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_004,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_006,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_005,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_007,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_006,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_008,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_007,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_009,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_008,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_010,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_009,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_011,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_010,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_012,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_011,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_013,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_012,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_014,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_013,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_015,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_014,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_016,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_015,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_017,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_016,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_018,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_017,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_019,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_018,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_020,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_019,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_021,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_020,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_022,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_021,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_023,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_022,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_024,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_023,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_025,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_024,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_026,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_025,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_027,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_026,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_028,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_027,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_029,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_028,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_030,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_029,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_031,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_030,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_032,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_031,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_033,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_032,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_034,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_033,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_035,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_034,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_036,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_035,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_037,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_036,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_038,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_037,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_039,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_038,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_040,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_039,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_041,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_040,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_042,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_041,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_043,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_042,Coimbatore Junction,1,R5_B03,R5_D1
R5,DAILY,R5_D0_044,Kuniyamuthur,0,R5_B01,R5_D0
R5,DAILY,R5_D1_043,Coimbatore Junction,1,R5_B04,R5_D1
R5,DAILY,R5_D0_045,Kuniyamuthur,0,R5_B03,R5_D0
R5,DAILY,R5_D1_044,Coimbatore Junction,1,R5_B02,R5_D1
R5,DAILY,R5_D0_046,Kuniyamuthur,0,R5_B04,R5_D0
R5,DAILY,R5_D1_045,Coimbatore Junction,1,R5_B01,R5_D1
R5,DAILY,R5_D0_047,Kuniyamuthur,0,R5_B02,R5_D0
R5,DAILY,R5_D1_046,Coimbatore Junction,1,R5_B03,R5_D1
R6,DAILY,R6_D0_001,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_001,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_002,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_002,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_003,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_003,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_004,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D0_005,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_004,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_006,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_005,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_007,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_006,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_008,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_007,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_009,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_008,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_010,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_009,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_011,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_010,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_012,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_011,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_013,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_012,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_014,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_013,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_015,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_014,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_016,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_015,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_017,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_016,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_018,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_017,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_019,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_018,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_020,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_019,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_021,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_020,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_022,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_021,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_023,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_022,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_024,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_023,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_025,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_024,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_026,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_025,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_027,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_026,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_028,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_027,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_029,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_028,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_030,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_029,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_031,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_030,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_032,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_031,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_033,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_032,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_034,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_033,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_035,R.S. Puram West,0,R6_B02,R6_D0
