trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
R2_D0_017,09:11:49,09:12:19,CBE011,4,3781.6
R2_D0_017,09:14:42,09:15:12,CBE012,5,4615.2
R2_D0_017,09:17:39,09:17:39,CBE013,6,5474.3
R2_D1_017,09:00:00,09:00:00,CBE013,1,0.0
R2_D1_017,09:02:27,09:02:57,CBE012,2,859.1
R2_D1_017,09:05:20,09:05:50,CBE011,3,1692.7
R2_D1_017,09:08:55,09:09:25,CBE010,4,2771.1
R2_D1_017,09:13:17,09:13:47,CBE009,5,4122.7
R2_D1_017,09:17:39,09:17:39,CBE008,6,5474.3
R2_D0_018,09:10:00,09:10:00,CBE008,1,0.0
R2_D0_018,09:13:52,09:14:22,CBE009,2,1351.6
R2_D0_018,09:18:14,09:18:44,CBE010,3,2703.2
R2_D0_018,09:21:49,09:22:19,CBE011,4,3781.6
R2_D0_018,09:24:42,09:25:12,CBE012,5,4615.2
R2_D0_018,09:27:39,09:27:39,CBE013,6,5474.3
R2_D1_018,09:10:00,09:10:00,CBE013,1,0.0
R2_D1_018,09:12:27,09:12:57,CBE012,2,859.1
R2_D1_018,09:15:20,09:15:50,CBE011,3,1692.7
R2_D1_018,09:18:55,09:19:25,CBE010,4,2771.1
R2_D1_018,09:23:17,09:23:47,CBE009,5,4122.7
R2_D1_018,09:27:39,09:27:39,CBE008,6,5474.3
R2_D0_019,09:20:00,09:20:00,CBE008,1,0.0
R2_D0_019,09:23:52,09:24:22,CBE009,2,1351.6
R2_D0_019,09:28:14,09:28:44,CBE010,3,2703.2
R2_D0_019,09:31:49,09:32:19,CBE011,4,3781.6
R2_D0_019,09:34:42,09:35:12,CBE012,5,4615.2
R2_D0_019,09:37:39,09:37:39,CBE013,6,5474.3
R2_D1_019,09:20:00,09:20:00,CBE013,1,0.0
R2_D1_019,09:22:27,09:22:57,CBE012,2,859.1
R2_D1_019,09:25:20,09:25:50,CBE011,3,1692.7
R2_D1_019,09:28:55,09:29:25,CBE010,4,2771.1
R2_D1_019,09:33:17,09:33:47,CBE009,5,4122.7
R2_D1_019,09:37:39,09:37:39,CBE008,6,5474.3
R2_D0_020,09:30:00,09:30:00,CBE008,1,0.0
R2_D0_020,09:33:52,09:34:22,CBE009,2,1351.6
R2_D0_020,09:38:14,09:38:44,CBE010,3,2703.2
R2_D0_020,09:41:49,09:42:19,CBE011,4,3781.6
R2_D0_020,09:44:42,09:45:12,CBE012,5,4615.2
R2_D0_020,09:47:39,09:47:39,CBE013,6,5474.3
R2_D1_020,09:30:00,09:30:00,CBE013,1,0.0
R2_D1_020,09:32:27,09:32:57,CBE012,2,859.1
R2_D1_020,09:35:20,09:35:50,CBE011,3,1692.7
R2_D1_020,09:38:55,09:39:25,CBE010,4,2771.1
R2_D1_020,09:43:17,09:43:47,CBE009,5,4122.7
R2_D1_020,09:47:39,09:47:39,CBE008,6,5474.3
R2_D0_021,09:40:00,09:40:00,CBE008,1,0.0
R2_D0_021,09:43:52,09:44:22,CBE009,2,1351.6
R2_D0_021,09:48:14,09:48:44,CBE010,3,2703.2
R2_D0_021,09:51:49,09:52:19,CBE011,4,3781.6
R2_D0_021,09:54:42,09:55:12,CBE012,5,4615.2
R2_D0_021,09:57:39,09:57:39,CBE013,6,5474.3
R2_D1_021,09:40:00,09:40:00,CBE013,1,0.0
R2_D1_021,09:42:27,09:42:57,CBE012,2,859.1
R2_D1_021,09:45:20,09:45:50,CBE011,3,1692.7
R2_D1_021,09:48:55,09:49:25,CBE010,4,2771.1
R2_D1_021,09:53:17,09:53:47,CBE009,5,4122.7
R2_D1_021,09:57:39,09:57:39,CBE008,6,5474.3
R2_D0_022,09:50:00,09:50:00,CBE008,1,0.0
R2_D0_022,09:53:52,09:54:22,CBE009,2,1351.6
R2_D0_022,09:58:14,09:58:44,CBE010,3,2703.2
R2_D0_022,10:01:49,10:02:19,CBE011,4,3781.6
R2_D0_022,10:04:42,10:05:12,CBE012,5,4615.2
R2_D0_022,10:07:39,10:07:39,CBE013,6,5474.3
R2_D1_022,09:50:00,09:50:00,CBE013,1,0.0
R2_D1_022,09:52:27,09:52:57,CBE012,2,859.1
R2_D1_022,09:55:20,09:55:50,CBE011,3,1692.7
R2_D1_022,09:58:55,09:59:25,CBE010,4,2771.1
R2_D1_022,10:03:17,10:03:47,CBE009,5,4122.7
R2_D1_022,10:07:39,10:07:39,CBE008,6,5474.3
R2_D0_023,10:00:00,10:00:00,CBE008,1,0.0
R2_D0_023,10:03:52,10:04:22,CBE009,2,1351.6
R2_D0_023,10:08:14,10:08:44,CBE010,3,2703.2
R2_D0_023,10:11:49,10:12:19,CBE011,4,3781.6
R2_D0_023,10:14:42,10:15:12,CBE012,5,4615.2
R2_D0_023,10:17:39,10:17:39,CBE013,6,5474.3
R2_D1_023,10:00:00,10:00:00,CBE013,1,0.0
R2_D1_023,10:02:27,10:02:57,CBE012,2,859.1
R2_D1_023,10:05:20,10:05:50,CBE011,3,1692.7
R2_D1_023,10:08:55,10:09:25,CBE010,4,2771.1
R2_D1_023,10:13:17,10:13:47,CBE009,5,4122.7
R2_D1_023,10:17:39,10:17:39,CBE008,6,5474.3
R2_D0_024,10:20:00,10:20:00,CBE008,1,0.0
R2_D0_024,10:23:52,10:24:22,CBE009,2,1351.6
R2_D0_024,10:28:14,10:28:44,CBE010,3,2703.2
R2_D0_024,10:31:49,10:32:19,CBE011,4,3781.6
R2_D0_024,10:34:42,10:35:12,CBE012,5,4615.2
R2_D0_024,10:37:39,10:37:39,CBE013,6,5474.3
R2_D1_024,10:20:00,10:20:00,CBE013,1,0.0
R2_D1_024,10:22:27,10:22:57,CBE012,2,859.1
R2_D1_024,10:25:20,10:25:50,CBE011,3,1692.7
R2_D1_024,10:28:55,10:29:25,CBE010,4,2771.1
R2_D1_024,10:33:17,10:33:47,CBE009,5,4122.7
R2_D1_024,10:37:39,10:37:39,CBE008,6,5474.3
R2_D0_025,10:40:00,10:40:00,CBE008,1,0.0
R2_D0_025,10:43:52,10:44:22,CBE009,2,1351.6
R2_D0_025,10:48:14,10:48:44,CBE010,3,2703.2
R2_D0_025,10:51:49,10:52:19,CBE011,4,3781.6
R2_D0_025,10:54:42,10:55:12,CBE012,5,4615.2
R2_D0_025,10:57:39,10:57:39,CBE013,6,5474.3
R2_D1_025,10:40:00,10:40:00,CBE013,1,0.0
R2_D1_025,10:42:27,10:42:57,CBE012,2,859.1
R2_D1_025,10:45:20,10:45:50,CBE011,3,1692.7
R2_D1_025,10:48:55,10:49:25,CBE010,4,2771.1
R2_D1_025,10:53:17,10:53:47,CBE009,5,4122.7
R2_D1_025,10:57:39,10:57:39,CBE008,6,5474.3
R2_D0_026,11:00:00,11:00:00,CBE008,1,0.0
R2_D0_026,11:03:52,11:04:22,CBE009,2,1351.6
R2_D0_026,11:08:14,11:08:44,CBE010,3,2703.2
R2_D0_026,11:11:49,11:12:19,CBE011,4,3781.6
R2_D0_026,11:14:42,11:15:12,CBE012,5,4615.2
R2_D0_026,11:17:39,11:17:39,CBE013,6,5474.3
R2_D1_026,11:00:00,11:00:00,CBE013,1,0.0
R2_D1_026,11:02:27,11:02:57,CBE012,2,859.1
R2_D1_026,11:05:20,11:05:50,CBE011,3,1692.7
R2_D1_026,11:08:55,11:09:25,CBE010,4,2771.1
R2_D1_026,11:13:17,11:13:47,CBE009,5,4122.7
R2_D1_026,11:17:39,11:17:39,CBE008,6,5474.3
R2_D0_027,11:20:00,11:20:00,CBE008,1,0.0
R2_D0_027,11:23:52,11:24:22,CBE009,2,1351.6
R2_D0_027,11:28:14,11:28:44,CBE010,3,2703.2
R2_D0_027,11:31:49,11:32:19,CBE011,4,3781.6
R2_D0_027,11:34:42,11:35:12,CBE012,5,4615.2
R2_D0_027,11:37:39,11:37:39,CBE013,6,5474.3
R2_D1_027,11:20:00,11:20:00,CBE013,1,0.0
R2_D1_027,11:22:27,11:22:57,CBE012,2,859.1
R2_D1_027,11:25:20,11:25:50,CBE011,3,1692.7
R2_D1_027,11:28:55,11:29:25,CBE010,4,2771.1
R2_D1_027,11:33:17,11:33:47,CBE009,5,4122.7
R2_D1_027,11:37:39,11:37:39,CBE008,6,5474.3
R2_D0_028,11:40:00,11:40:00,CBE008,1,0.0
R2_D0_028,11:43:52,11:44:22,CBE009,2,1351.6
R2_D0_028,11:48:14,11:48:44,CBE010,3,2703.2
R2_D0_028,11:51:49,11:52:19,CBE011,4,3781.6
R2_D0_028,11:54:42,11:55:12,CBE012,5,4615.2
R2_D0_028,11:57:39,11:57:39,CBE013,6,5474.3
R2_D1_028,11:40:00,11:40:00,CBE013,1,0.0
R2_D1_028,11:42:27,11:42:57,CBE012,2,859.1
R2_D1_028,11:45:20,11:45:50,CBE011,3,1692.7
R2_D1_028,11:48:55,11:49:25,CBE010,4,2771.1
R2_D1_028,11:53:17,11:53:47,CBE009,5,4122.7
R2_D1_028,11:57:39,11:57:39,CBE008,6,5474.3
R2_D0_029,12:00:00,12:00:00,CBE008,1,0.0
R2_D0_029,12:03:52,12:04:22,CBE009,2,1351.6
R2_D0_029,12:08:14,12:08:44,CBE010,3,2703.2
R2_D0_029,12:11:49,12:12:19,CBE011,4,3781.6
R2_D0_029,12:14:42,12:15:12,CBE012,5,4615.2
R2_D0_029,12:17:39,12:17:39,CBE013,6,5474.3
R2_D1_029,12:00:00,12:00:00,CBE013,1,0.0
R2_D1_029,12:02:27,12:02:57,CBE012,2,859.1
R2_D1_029,12:05:20,12:05:50,CBE011,3,1692.7
R2_D1_029,12:08:55,12:09:25,CBE010,4,2771.1
R2_D1_029,12:13:17,12:13:47,CBE009,5,4122.7
R2_D1_029,12:17:39,12:17:39,CBE008,6,5474.3
R2_D0_030,12:20:00,12:20:00,CBE008,1,0.0
R2_D0_030,12:23:52,12:24:22,CBE009,2,1351.6
R2_D0_030,12:28:14,12:28:44,CBE010,3,2703.2
R2_D0_030,12:31:49,12:32:19,CBE011,4,3781.6
R2_D0_030,12:34:42,12:35:12,CBE012,5,4615.2
R2_D0_030,12:37:39,12:37:39,CBE013,6,5474.3
R2_D1_030,12:20:00,12:20:00,CBE013,1,0.0
R2_D1_030,12:22:27,12:22:57,CBE012,2,859.1
R2_D1_030,12:25:20,12:25:50,CBE011,3,1692.7
R2_D1_030,12:28:55,12:29:25,CBE010,4,2771.1
R2_D1_030,12:33:17,12:33:47,CBE009,5,4122.7
R2_D1_030,12:37:39,12:37:39,CBE008,6,5474.3
R2_D0_031,12:40:00,12:40:00,CBE008,1,0.0
R2_D0_031,12:43:52,12:44:22,CBE009,2,1351.6
R2_D0_031,12:48:14,12:48:44,CBE010,3,2703.2
R2_D0_031,12:51:49,12:52:19,CBE011,4,3781.6
R2_D0_031,12:54:42,12:55:12,CBE012,5,4615.2
R2_D0_031,12:57:39,12:57:39,CBE013,6,5474.3
R2_D1_031,12:40:00,12:40:00,CBE013,1,0.0
R2_D1_031,12:42:27,12:42:57,CBE012,2,859.1
R2_D1_031,12:45:20,12:45:50,CBE011,3,1692.7
R2_D1_031,12:48:55,12:49:25,CBE010,4,2771.1
R2_D1_031,12:53:17,12:53:47,CBE009,5,4122.7
R2_D1_031,12:57:39,12:57:39,CBE008,6,5474.3
R2_D0_032,13:00:00,13:00:00,CBE008,1,0.0
R2_D0_032,13:03:52,13:04:22,CBE009,2,1351.6
R2_D0_032,13:08:14,13:08:44,CBE010,3,2703.2
R2_D0_032,13:11:49,13:12:19,CBE011,4,3781.6
R2_D0_032,13:14:42,13:15:12,CBE012,5,4615.2
R2_D0_032,13:17:39,13:17:39,CBE013,6,5474.3
R2_D1_032,13:00:00,13:00:00,CBE013,1,0.0
R2_D1_032,13:02:27,13:02:57,CBE012,2,859.1
R2_D1_032,13:05:20,13:05:50,CBE011,3,1692.7
R2_D1_032,13:08:55,13:09:25,CBE010,4,2771.1
R2_D1_032,13:13:17,13:13:47,CBE009,5,4122.7
R2_D1_032,13:17:39,13:17:39,CBE008,6,5474.3
R2_D0_033,13:20:00,13:20:00,CBE008,1,0.0
R2_D0_033,13:23:52,13:24:22,CBE009,2,1351.6
R2_D0_033,13:28:14,13:28:44,CBE010,3,2703.2
R2_D0_033,13:31:49,13:32:19,CBE011,4,3781.6
R2_D0_033,13:34:42,13:35:12,CBE012,5,4615.2
R2_D0_033,13:37:39,13:37:39,CBE013,6,5474.3
R2_D1_033,13:20:00,13:20:00,CBE013,1,0.0
R2_D1_033,13:22:27,13:22:57,CBE012,2,859.1
R2_D1_033,13:25:20,13:25:50,CBE011,3,1692.7
R2_D1_033,13:28:55,13:29:25,CBE010,4,2771.1
R2_D1_033,13:33:17,13:33:47,CBE009,5,4122.7
R2_D1_033,13:37:39,13:37:39,CBE008,6,5474.3
R2_D0_034,13:40:00,13:40:00,CBE008,1,0.0
R2_D0_034,13:43:52,13:44:22,CBE009,2,1351.6
R2_D0_034,13:48:14,13:48:44,CBE010,3,2703.2
R2_D0_034,13:51:49,13:52:19,CBE011,4,3781.6
R2_D0_034,13:54:42,13:55:12,CBE012,5,4615.2
R2_D0_034,13:57:39,13:57:39,CBE013,6,5474.3
R2_D1_034,13:40:00,13:40:00,CBE013,1,0.0
R2_D1_034,13:42:27,13:42:57,CBE012,2,859.1
R2_D1_034,13:45:20,13:45:50,CBE011,3,1692.7
R2_D1_034,13:48:55,13:49:25,CBE010,4,2771.1
R2_D1_034,13:53:17,13:53:47,CBE009,5,4122.7
R2_D1_034,13:57:39,13:57:39,CBE008,6,5474.3
R2_D0_035,14:00:00,14:00:00,CBE008,1,0.0
R2_D0_035,14:03:52,14:04:22,CBE009,2,1351.6
R2_D0_035,14:08:14,14:08:44,CBE010,3,2703.2
R2_D0_035,14:11:49,14:12:19,CBE011,4,3781.6
R2_D0_035,14:14:42,14:15:12,CBE012,5,4615.2
R2_D0_035,14:17:39,14:17:39,CBE013,6,5474.3
R2_D1_035,14:00:00,14:00:00,CBE013,1,0.0
R2_D1_035,14:02:27,14:02:57,CBE012,2,859.1
R2_D1_035,14:05:20,14:05:50,CBE011,3,1692.7
R2_D1_035,14:08:55,14:09:25,CBE010,4,2771.1
R2_D1_035,14:13:17,14:13:47,CBE009,5,4122.7
R2_D1_035,14:17:39,14:17:39,CBE008,6,5474.3
R2_D0_036,14:20:00,14:20:00,CBE008,1,0.0
R2_D0_036,14:23:52,14:24:22,CBE009,2,1351.6
R2_D0_036,14:28:14,14:28:44,CBE010,3,2703.2
R2_D0_036,14:31:49,14:32:19,CBE011,4,3781.6
R2_D0_036,14:34:42,14:35:12,CBE012,5,4615.2
R2_D0_036,14:37:39,14:37:39,CBE013,6,5474.3
R2_D1_036,14:20:00,14:20:00,CBE013,1,0.0
R2_D1_036,14:22:27,14:22:57,CBE012,2,859.1
R2_D1_036,14:25:20,14:25:50,CBE011,3,1692.7
R2_D1_036,14:28:55,14:29:25,CBE010,4,2771.1
R2_D1_036,14:33:17,14:33:47,CBE009,5,4122.7
R2_D1_036,14:37:39,14:37:39,CBE008,6,5474.3
R2_D0_037,14:40:00,14:40:00,CBE008,1,0.0
R2_D0_037,14:43:52,14:44:22,CBE009,2,1351.6
R2_D0_037,14:48:14,14:48:44,CBE010,3,2703.2
R2_D0_037,14:51:49,14:52:19,CBE011,4,3781.6
R2_D0_037,14:54:42,14:55:12,CBE012,5,4615.2
R2_D0_037,14:57:39,14:57:39,CBE013,6,5474.3
R2_D1_037,14:40:00,14:40:00,CBE013,1,0.0
R2_D1_037,14:42:27,14:42:57,CBE012,2,859.1
R2_D1_037,14:45:20,14:45:50,CBE011,3,1692.7
R2_D1_037,14:48:55,14:49:25,CBE010,4,2771.1
R2_D1_037,14:53:17,14:53:47,CBE009,5,4122.7
R2_D1_037,14:57:39,14:57:39,CBE008,6,5474.3
R2_D0_038,15:00:00,15:00:00,CBE008,1,0.0
R2_D0_038,15:03:52,15:04:22,CBE009,2,1351.6
R2_D0_038,15:08:14,15:08:44,CBE010,3,2703.2
R2_D0_038,15:11:49,15:12:19,CBE011,4,3781.6
R2_D0_038,15:14:42,15:15:12,CBE012,5,4615.2
R2_D0_038,15:17:39,15:17:39,CBE013,6,5474.3
R2_D1_038,15:00:00,15:00:00,CBE013,1,0.0
R2_D1_038,15:02:27,15:02:57,CBE012,2,859.1
R2_D1_038,15:05:20,15:05:50,CBE011,3,1692.7
R2_D1_038,15:08:55,15:09:25,CBE010,4,2771.1
R2_D1_038,15:13:17,15:13:47,CBE009,5,4122.7
R2_D1_038,15:17:39,15:17:39,CBE008,6,5474.3
R2_D0_039,15:20:00,15:20:00,CBE008,1,0.0
R2_D0_039,15:23:52,15:24:22,CBE009,2,1351.6
R2_D0_039,15:28:14,15:28:44,CBE010,3,2703.2
R2_D0_039,15:31:49,15:32:19,CBE011,4,3781.6
R2_D0_039,15:34:42,15:35:12,CBE012,5,4615.2
R2_D0_039,15:37:39,15:37:39,CBE013,6,5474.3
R2_D1_039,15:20:00,15:20:00,CBE013,1,0.0
R2_D1_039,15:22:27,15:22:57,CBE012,2,859.1
R2_D1_039,15:25:20,15:25:50,CBE011,3,1692.7
R2_D1_039,15:28:55,15:29:25,CBE010,4,2771.1
R2_D1_039,15:33:17,15:33:47,CBE009,5,4122.7
R2_D1_039,15:37:39,15:37:39,CBE008,6,5474.3
R2_D0_040,15:40:00,15:40:00,CBE008,1,0.0
R2_D0_040,15:43:52,15:44:22,CBE009,2,1351.6
R2_D0_040,15:48:14,15:48:44,CBE010,3,2703.2
R2_D0_040,15:51:49,15:52:19,CBE011,4,3781.6
R2_D0_040,15:54:42,15:55:12,CBE012,5,4615.2
R2_D0_040,15:57:39,15:57:39,CBE013,6,5474.3
R2_D1_040,15:40:00,15:40:00,CBE013,1,0.0
R2_D1_040,15:42:27,15:42:57,CBE012,2,859.1
R2_D1_040,15:45:20,15:45:50,CBE011,3,1692.7
R2_D1_040,15:48:55,15:49:25,CBE010,4,2771.1
R2_D1_040,15:53:17,15:53:47,CBE009,5,4122.7
R2_D1_040,15:57:39,15:57:39,CBE008,6,5474.3
R2_D0_041,16:00:00,16:00:00,CBE008,1,0.0
R2_D0_041,16:03:52,16:04:22,CBE009,2,1351.6
R2_D0_041,16:08:14,16:08:44,CBE010,3,2703.2
R2_D0_041,16:11:49,16:12:19,CBE011,4,3781.6
R2_D0_041,16:14:42,16:15:12,CBE012,5,4615.2
R2_D0_041,16:17:39,16:17:39,CBE013,6,5474.3
R2_D1_041,16:00:00,16:00:00,CBE013,1,0.0
R2_D1_041,16:02:27,16:02:57,CBE012,2,859.1
R2_D1_041,16:05:20,16:05:50,CBE011,3,1692.7
R2_D1_041,16:08:55,16:09:25,CBE010,4,2771.1
R2_D1_041,16:13:17,16:13:47,CBE009,5,4122.7
R2_D1_041,16:17:39,16:17:39,CBE008,6,5474.3
R2_D0_042,16:20:00,16:20:00,CBE008,1,0.0
R2_D0_042,16:23:52,16:24:22,CBE009,2,1351.6
R2_D0_042,16:28:14,16:28:44,CBE010,3,2703.2
R2_D0_042,16:31:49,16:32:19,CBE011,4,3781.6
R2_D0_042,16:34:42,16:35:12,CBE012,5,4615.2
R2_D0_042,16:37:39,16:37:39,CBE013,6,5474.3
R2_D1_042,16:20:00,16:20:00,CBE013,1,0.0
R2_D1_042,16:22:27,16:22:57,CBE012,2,859.1
R2_D1_042,16:25:20,16:25:50,CBE011,3,1692.7
R2_D1_042,16:28:55,16:29:25,CBE010,4,2771.1
R2_D1_042,16:33:17,16:33:47,CBE009,5,4122.7
R2_D1_042,16:37:39,16:37:39,CBE008,6,5474.3
R2_D0_043,16:40:00,16:40:00,CBE008,1,0.0
R2_D0_043,16:43:52,16:44:22,CBE009,2,1351.6
R2_D0_043,16:48:14,16:48:44,CBE010,3,2703.2
R2_D0_043,16:51:49,16:52:19,CBE011,4,3781.6
R2_D0_043,16:54:42,16:55:12,CBE012,5,4615.2
R2_D0_043,16:57:39,16:57:39,CBE013,6,5474.3
R2_D1_043,16:40:00,16:40:00,CBE013,1,0.0
R2_D1_043,16:42:27,16:42:57,CBE012,2,859.1
R2_D1_043,16:45:20,16:45:50,CBE011,3,1692.7
R2_D1_043,16:48:55,16:49:25,CBE010,4,2771.1
R2_D1_043,16:53:17,16:53:47,CBE009,5,4122.7
R2_D1_043,16:57:39,16:57:39,CBE008,6,5474.3
R2_D0_044,17:00:00,17:00:00,CBE008,1,0.0
R2_D0_044,17:03:52,17:04:22,CBE009,2,1351.6
R2_D0_044,17:08:14,17:08:44,CBE010,3,2703.2
R2_D0_044,17:11:49,17:12:19,CBE011,4,3781.6
R2_D0_044,17:14:42,17:15:12,CBE012,5,4615.2
R2_D0_044,17:17:39,17:17:39,CBE013,6,5474.3
R2_D1_044,17:00:00,17:00:00,CBE013,1,0.0
R2_D1_044,17:02:27,17:02:57,CBE012,2,859.1
R2_D1_044,17:05:20,17:05:50,CBE011,3,1692.7
R2_D1_044,17:08:55,17:09:25,CBE010,4,2771.1
R2_D1_044,17:13:17,17:13:47,CBE009,5,4122.7
R2_D1_044,17:17:39,17:17:39,CBE008,6,5474.3
R2_D0_045,17:10:00,17:10:00,CBE008,1,0.0
R2_D0_045,17:13:52,17:14:22,CBE009,2,1351.6
R2_D0_045,17:18:14,17:18:44,CBE010,3,2703.2
R2_D0_045,17:21:49,17:22:19,CBE011,4,3781.6
R2_D0_045,17:24:42,17:25:12,CBE012,5,4615.2
R2_D0_045,17:27:39,17:27:39,CBE013,6,5474.3
R2_D1_045,17:10:00,17:10:00,CBE013,1,0.0
R2_D1_045,17:12:27,17:12:57,CBE012,2,859.1
R2_D1_045,17:15:20,17:15:50,CBE011,3,1692.7
R2_D1_045,17:18:55,17:19:25,CBE010,4,2771.1
R2_D1_045,17:23:17,17:23:47,CBE009,5,4122.7
R2_D1_045,17:27:39,17:27:39,CBE008,6,5474.3
R2_D0_046,17:20:00,17:20:00,CBE008,1,0.0
R2_D0_046,17:23:52,17:24:22,CBE009,2,1351.6
R2_D0_046,17:28:14,17:28:44,CBE010,3,2703.2
R2_D0_046,17:31:49,17:32:19,CBE011,4,3781.6
R2_D0_046,17:34:42,17:35:12,CBE012,5,4615.2
R2_D0_046,17:37:39,17:37:39,CBE013,6,5474.3
R2_D1_046,17:20:00,17:20:00,CBE013,1,0.0
R2_D1_046,17:22:27,17:22:57,CBE012,2,859.1
R2_D1_046,17:25:20,17:25:50,CBE011,3,1692.7
R2_D1_046,17:28:55,17:29:25,CBE010,4,2771.1
R2_D1_046,17:33:17,17:33:47,CBE009,5,4122.7
R2_D1_046,17:37:39,17:37:39,CBE008,6,5474.3
R2_D0_047,17:30:00,17:30:00,CBE008,1,0.0
R2_D0_047,17:33:52,17:34:22,CBE009,2,1351.6
R2_D0_047,17:38:14,17:38:44,CBE010,3,2703.2
R2_D0_047,17:41:49,17:42:19,CBE011,4,3781.6
R2_D0_047,17:44:42,17:45:12,CBE012,5,4615.2
R2_D0_047,17:47:39,17:47:39,CBE013,6,5474.3
R2_D1_047,17:30:00,17:30:00,CBE013,1,0.0
R2_D1_047,17:32:27,17:32:57,CBE012,2,859.1
R2_D1_047,17:35:20,17:35:50,CBE011,3,1692.7
R2_D1_047,17:38:55,17:39:25,CBE010,4,2771.1
R2_D1_047,17:43:17,17:43:47,CBE009,5,4122.7
R2_D1_047,17:47:39,17:47:39,CBE008,6,5474.3
R2_D0_048,17:40:00,17:40:00,CBE008,1,0.0
R2_D0_048,17:43:52,17:44:22,CBE009,2,1351.6
R2_D0_048,17:48:14,17:48:44,CBE010,3,2703.2
R2_D0_048,17:51:49,17:52:19,CBE011,4,3781.6
R2_D0_048,17:54:42,17:55:12,CBE012,5,4615.2
R2_D0_048,17:57:39,17:57:39,CBE013,6,5474.3
R2_D1_048,17:40:00,17:40:00,CBE013,1,0.0
R2_D1_048,17:42:27,17:42:57,CBE012,2,859.1
R2_D1_048,17:45:20,17:45:50,CBE011,3,1692.7
R2_D1_048,17:48:55,17:49:25,CBE010,4,2771.1
R2_D1_048,17:53:17,17:53:47,CBE009,5,4122.7
R2_D1_048,17:57:39,17:57:39,CBE008,6,5474.3
R2_D0_049,17:50:00,17:50:00,CBE008,1,0.0
R2_D0_049,17:53:52,17:54:22,CBE009,2,1351.6
R2_D0_049,17:58:14,17:58:44,CBE010,3,2703.2
R2_D0_049,18:01:49,18:02:19,CBE011,4,3781.6
R2_D0_049,18:04:42,18:05:12,CBE012,5,4615.2
R2_D0_049,18:07:39,18:07:39,CBE013,6,5474.3
R2_D1_049,17:50:00,17:50:00,CBE013,1,0.0
R2_D1_049,17:52:27,17:52:57,CBE012,2,859.1
R2_D1_049,17:55:20,17:55:50,CBE011,3,1692.7
R2_D1_049,17:58:55,17:59:25,CBE010,4,2771.1
R2_D1_049,18:03:17,18:03:47,CBE009,5,4122.7
R2_D1_049,18:07:39,18:07:39,CBE008,6,5474.3
R2_D0_050,18:00:00,18:00:00,CBE008,1,0.0
R2_D0_050,18:03:52,18:04:22,CBE009,2,1351.6
R2_D0_050,18:08:14,18:08:44,CBE010,3,2703.2
R2_D0_050,18:11:49,18:12:19,CBE011,4,3781.6
R2_D0_050,18:14:42,18:15:12,CBE012,5,4615.2
R2_D0_050,18:17:39,18:17:39,CBE013,6,5474.3
R2_D1_050,18:00:00,18:00:00,CBE013,1,0.0
R2_D1_050,18:02:27,18:02:57,CBE012,2,859.1
R2_D1_050,18:05:20,18:05:50,CBE011,3,1692.7
R2_D1_050,18:08:55,18:09:25,CBE010,4,2771.1
R2_D1_050,18:13:17,18:13:47,CBE009,5,4122.7
R2_D1_050,18:17:39,18:17:39,CBE008,6,5474.3
R2_D0_051,18:10:00,18:10:00,CBE008,1,0.0
R2_D0_051,18:13:52,18:14:22,CBE009,2,1351.6
R2_D0_051,18:18:14,18:18:44,CBE010,3,2703.2
R2_D0_051,18:21:49,18:22:19,CBE011,4,3781.6
R2_D0_051,18:24:42,18:25:12,CBE012,5,4615.2
R2_D0_051,18:27:39,18:27:39,CBE013,6,5474.3
R2_D1_051,18:10:00,18:10:00,CBE013,1,0.0
R2_D1_051,18:12:27,18:12:57,CBE012,2,859.1
R2_D1_051,18:15:20,18:15:50,CBE011,3,1692.7
R2_D1_051,18:18:55,18:19:25,CBE010,4,2771.1
R2_D1_051,18:23:17,18:23:47,CBE009,5,4122.7
R2_D1_051,18:27:39,18:27:39,CBE008,6,5474.3
R2_D0_052,18:20:00,18:20:00,CBE008,1,0.0
R2_D0_052,18:23:52,18:24:22,CBE009,2,1351.6
R2_D0_052,18:28:14,18:28:44,CBE010,3,2703.2
R2_D0_052,18:31:49,18:32:19,CBE011,4,3781.6
R2_D0_052,18:34:42,18:35:12,CBE012,5,4615.2
R2_D0_052,18:37:39,18:37:39,CBE013,6,5474.3
R2_D1_052,18:20:00,18:20:00,CBE013,1,0.0
R2_D1_052,18:22:27,18:22:57,CBE012,2,859.1
R2_D1_052,18:25:20,18:25:50,CBE011,3,1692.7
R2_D1_052,18:28:55,18:29:25,CBE010,4,2771.1
R2_D1_052,18:33:17,18:33:47,CBE009,5,4122.7
R2_D1_052,18:37:39,18:37:39,CBE008,6,5474.3
R2_D0_053,18:30:00,18:30:00,CBE008,1,0.0
R2_D0_053,18:33:52,18:34:22,CBE009,2,1351.6
R2_D0_053,18:38:14,18:38:44,CBE010,3,2703.2
R2_D0_053,18:41:49,18:42:19,CBE011,4,3781.6
R2_D0_053,18:44:42,18:45:12,CBE012,5,4615.2
R2_D0_053,18:47:39,18:47:39,CBE013,6,5474.3
R2_D1_053,18:30:00,18:30:00,CBE013,1,0.0
R2_D1_053,18:32:27,18:32:57,CBE012,2,859.1
R2_D1_053,18:35:20,18:35:50,CBE011,3,1692.7
R2_D1_053,18:38:55,18:39:25,CBE010,4,2771.1
